2008,3,14,5,1152,1120,1255,1235,WN,682,N710SW,63,75,51,20,32,OAK,ONT,361,5,7,0,,0,0,0,0,0,20
2008,3,14,5,1350,1300,1508,1415,WN,892,N324SW,78,75,53,53,50,OAK,ONT,361,5,20,0,,0,12,0,3,0,38
2008,3,14,5,810,810,934,925,WN,1489,N520SW,84,75,56,9,0,OAK,ONT,361,5,23,0,,0,NA,NA,NA,NA,NA
2008,3,14,5,1643,1630,1747,1745,WN,2194,N453WN,64,75,53,2,13,OAK,ONT,361,4,7,0,,0,NA,NA,NA,NA,NA
2008,3,14,5,1817,1745,1922,1900,WN,2627,N268WN,65,75,54,22,32,OAK,ONT,361,3,8,0,,0,4,0,0,0,18
2008,3,14,5,1438,1420,1550,1535,WN,3593,N900WN,72,75,55,15,18,OAK,ONT,361,9,8,0,,0,5,0,0,0,10
2008,3,14,5,1538,1500,1704,1635,WN,169,N614SW,86,95,76,29,38,OAK,PDX,543,2,8,0,,0,0,0,0,0,29
2008,3,14,5,1351,1215,1533,1350,WN,448,N515SW,102,95,77,103,96,OAK,PDX,543,4,21,0,,0,0,0,7,8,88
2008,3,14,5,1816,1745,1949,1920,WN,701,N361SW,93,95,78,29,31,OAK,PDX,543,3,12,0,,0,0,0,0,0,29
2008,3,14,5,2117,2110,2251,2245,WN,1369,N269WN,94,95,76,6,7,OAK,PDX,543,9,9,0,,0,NA,NA,NA,NA,NA
2008,3,14,5,604,605,740,745,WN,1763,N679AA,96,100,82,-5,-1,OAK,PDX,543,3,11,0,,0,NA,NA,NA,NA,NA
2008,3,14,5,945,935,1119,1115,WN,2001,N751SW,94,100,82,4,10,OAK,PDX,543,4,8,0,,0,NA,NA,NA,NA,NA
2008,3,14,5,622,620,807,815,WN,31,N304SW,105,115,83,-8,2,OAK,PHX,646,6,16,0,,0,NA,NA,NA,NA,NA
2008,3,14,5,1102,1100,1246,1250,WN,289,N780SW,104,110,87,-4,2,OAK,PHX,646,7,10,0,,0,NA,NA,NA,NA,NA
2008,3,14,5,1900,1840,2043,2030,WN,790,N731SA,103,110,84,13,20,OAK,PHX,646,13,6,0,,0,NA,NA,NA,NA,NA
2008,3,14,5,852,845,1032,1040,WN,1159,N371SW,100,115,84,-8,7,OAK,PHX,646,6,10,0,,0,NA,NA,NA,NA,NA
2008,3,14,5,2130,2125,2308,2315,WN,1164,N481WN,98,110,86,-7,5,OAK,PHX,646,5,7,0,,0,NA,NA,NA,NA,NA
2008,3,14,5,1630,1615,1806,1805,WN,1241,N407WN,96,110,84,1,15,OAK,PHX,646,5,7,0,,0,NA,NA,NA,NA,NA
2008,3,14,5,1353,1345,1547,1540,WN,2982,N475WN,114,115,86,7,8,OAK,PHX,646,6,22,0,,0,NA,NA,NA,NA,NA
2008,3,14,5,740,745,825,835,WN,1234,N796SW,45,50,32,-10,-5,OAK,RNO,180,4,9,0,,0,NA,NA,NA,NA,NA
2008,3,14,5,1727,1640,1809,1730,WN,1402,N604SW,42,50,32,39,47,OAK,RNO,180,4,6,0,,0,4,0,0,0,35
2008,3,14,5,2150,2130,2236,2220,WN,3517,N412WN,46,50,33,16,20,OAK,RNO,180,4,9,0,,0,0,0,4,0,12
2008,3,14,5,1309,1240,1354,1330,WN,3754,N602SW,45,50,29,24,29,OAK,RNO,180,3,13,0,,0,2,0,0,0,22
2008,3,14,5,713,715,828,840,WN,67,N276WN,75,85,64,-12,-2,OAK,SAN,446,3,8,0,,0,NA,NA,NA,NA,NA
2008,3,14,5,1502,1440,1624,1605,WN,86,N445WN,82,85,72,19,22,OAK,SAN,446,2,8,0,,0,0,0,6,0,13
2008,3,14,5,1626,1625,1743,1750,WN,190,N433LV,77,85,66,-7,1,OAK,SAN,446,3,8,0,,0,NA,NA,NA,NA,NA
2008,3,14,5,1121,1045,1306,1210,WN,470,N335SW,105,85,73,56,36,OAK,SAN,446,2,30,0,,0,0,0,24,0,32
2008,3,14,5,1810,1805,1927,1925,WN,531,N239WN,77,80,66,2,5,OAK,SAN,446,3,8,0,,0,NA,NA,NA,NA,NA
2008,3,14,5,907,905,1026,1030,WN,536,N424WN,79,85,65,-4,2,OAK,SAN,446,3,11,0,,0,NA,NA,NA,NA,NA
2008,3,14,5,1602,1545,1722,1710,WN,604,N913WN,80,85,66,12,17,OAK,SAN,446,3,11,0,,0,NA,NA,NA,NA,NA
2008,3,14,5,1349,1250,1520,1410,WN,622,N441WN,91,80,69,70,59,OAK,SAN,446,2,20,0,,0,0,0,11,0,59
2008,3,14,5,1936,1910,2053,2035,WN,657,N233LV,77,85,65,18,26,OAK,SAN,446,3,9,0,,0,2,0,0,0,16
2008,3,14,5,2133,2115,2259,2240,WN,957,N315SW,86,85,72,19,18,OAK,SAN,446,4,10,0,,0,3,0,1,0,15
2008,3,14,5,606,605,720,730,WN,1329,N476WN,74,85,61,-10,1,OAK,SAN,446,2,11,0,,0,NA,NA,NA,NA,NA
2008,3,14,5,2051,2040,2220,2205,WN,1342,N392SW,89,85,77,15,11,OAK,SAN,446,3,9,0,,0,0,0,4,0,11
2008,3,14,5,1805,1725,1922,1850,WN,1665,N347SW,77,85,67,32,40,OAK,SAN,446,3,7,0,,0,6,0,0,0,26
