2008,4,14,1,942,940,1103,1104,US,156,N818AW,81,84,57,-1,2,LAX,PHX,370,12,12,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,1646,1635,1804,1757,US,207,N315AW,78,82,59,7,11,LAX,PHX,370,8,11,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,1917,1925,2034,2046,US,222,N837AW,77,81,55,-12,-8,LAX,PHX,370,11,11,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,1618,1620,1737,1741,US,596,N624AW,79,81,59,-4,-2,LAX,PHX,370,7,13,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,636,645,806,808,US,634,N816AW,90,83,57,-2,-9,LAX,PHX,370,9,24,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,1257,1250,1409,1415,US,1584,N118US,72,85,56,-6,7,LAX,PHX,370,3,13,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,554,600,645,701,US,2114,N744P,51,61,33,-16,-6,LGA,BOS,185,4,14,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,657,700,800,810,US,2116,N742PS,63,70,38,-10,-3,LGA,BOS,185,5,20,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,755,800,855,910,US,2118,N747UW,60,70,33,-15,-5,LGA,BOS,185,3,24,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,855,900,1007,1017,US,2120,N757UW,72,77,34,-10,-5,LGA,BOS,185,4,34,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,956,1000,1109,1116,US,2122,N744P,73,76,35,-7,-4,LGA,BOS,185,3,35,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,1054,1100,1209,1216,US,2124,N742PS,75,76,39,-7,-6,LGA,BOS,185,4,32,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,1152,1200,1307,1311,US,2126,N747UW,75,71,37,-4,-8,LGA,BOS,185,3,35,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,1253,1300,1356,1412,US,2128,N757UW,63,72,36,-16,-7,LGA,BOS,185,4,23,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,1443,1400,1554,1515,US,2130,N701UW,71,75,40,39,43,LGA,BOS,185,3,28,0,,0,0,0,0,0,39
2008,4,14,1,1457,1500,1612,1617,US,2132,N742PS,75,77,41,-5,-3,LGA,BOS,185,4,30,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,1556,1600,1700,1720,US,2134,N747UW,64,80,39,-20,-4,LGA,BOS,185,4,21,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,1720,1700,1825,1823,US,2136,N757UW,65,83,39,2,20,LGA,BOS,185,3,23,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,1804,1800,1925,1915,US,2138,N701UW,81,75,40,10,4,LGA,BOS,185,4,37,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,1851,1900,1950,2017,US,2140,N742PS,59,77,36,-27,-9,LGA,BOS,185,4,19,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,2001,2000,2107,2115,US,2142,N747UW,66,75,39,-8,1,LGA,BOS,185,3,24,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,2053,2100,2207,2213,US,2144,N757UW,74,73,40,-6,-7,LGA,BOS,185,4,30,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,628,635,827,826,US,985,N184US,119,111,93,1,-7,LGA,CLT,544,6,20,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,1107,1115,1319,1322,US,1233,N114UW,132,127,87,-3,-8,LGA,CLT,544,5,40,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,815,815,1026,1015,US,1247,N186US,131,120,92,11,0,LGA,CLT,544,4,35,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,1258,1305,1507,1502,US,1291,N109UW,129,117,90,5,-7,LGA,CLT,544,4,35,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,1704,1705,1914,1913,US,1627,N752US,130,128,99,1,-1,LGA,CLT,544,3,28,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,955,1000,1206,1207,US,1646,N763US,131,127,89,-1,-5,LGA,CLT,544,5,37,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,1436,1440,1637,1637,US,1781,N190UW,121,117,85,0,-4,LGA,CLT,544,6,30,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,1914,1855,2109,2103,US,1865,N112US,115,128,91,6,19,LGA,CLT,544,5,19,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,554,600,658,707,US,2161,N701UW,64,67,43,-9,-6,LGA,DCA,214,9,12,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,654,700,758,811,US,2163,N746UW,64,71,43,-13,-6,LGA,DCA,214,7,14,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,755,800,901,912,US,2165,N756US,66,72,41,-11,-5,LGA,DCA,214,5,20,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,853,900,1012,1020,US,2167,N760US,79,80,37,-8,-7,LGA,DCA,214,2,40,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,954,1000,1112,1121,US,2169,N701UW,78,81,40,-9,-6,LGA,DCA,214,3,35,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,1056,1100,1227,1213,US,2171,N746UW,91,73,42,14,-4,LGA,DCA,214,6,43,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,1155,1200,1317,1317,US,2173,N756US,82,77,44,0,-5,LGA,DCA,214,2,36,0,,0,NA,NA,NA,NA,NA
2008,4,14,1,1253,1300,1402,1417,US,2175,N760US,69,77,36,-15,-7,LGA,DCA,214,2,31,0,,0,NA,NA,NA,NA,NA
