2008,7,7,1,2115,1955,2200,2035,OH,5121,N938CA,45,40,22,85,80,CVG,DAY,64,5,18,0,,0,80,0,5,0,0
2008,7,20,7,2145,1955,2230,2035,OH,5121,N594SW,45,40,25,115,110,CVG,DAY,64,3,17,0,,0,110,0,5,0,0
2008,7,15,2,2100,2100,2145,2137,OH,5664,N371CA,45,37,22,8,0,CVG,LEX,70,4,19,0,,0,NA,NA,NA,NA,NA
2008,7,29,2,2110,2100,2155,2137,OH,5664,N582CA,45,37,16,18,10,CVG,LEX,70,5,24,0,,0,0,0,8,0,10
2008,7,28,1,620,620,706,729,OH,5231,N966CA,46,69,27,-23,0,BDL,JFK,106,6,13,0,,0,NA,NA,NA,NA,NA
2008,7,25,5,1220,1220,1306,1321,OH,5563,N713CA,46,61,25,-15,0,BDL,JFK,106,12,9,0,,0,NA,NA,NA,NA,NA
2008,7,16,3,835,845,921,941,OH,5560,N809CA,46,56,28,-20,-10,IND,CVG,98,3,15,0,,0,NA,NA,NA,NA,NA
2008,7,18,5,835,845,921,941,OH,5560,N819CA,46,56,27,-20,-10,IND,CVG,98,5,14,0,,0,NA,NA,NA,NA,NA
2008,7,7,1,840,845,926,941,OH,5560,N936CA,46,56,30,-15,-5,IND,CVG,98,1,15,0,,0,NA,NA,NA,NA,NA
2008,7,11,5,1319,1320,1405,1413,OH,5633,N518CA,46,53,32,-8,-1,CVG,IND,98,5,9,0,,0,NA,NA,NA,NA,NA
2008,7,2,3,1329,1320,1415,1413,OH,5050,N369CA,46,53,26,2,9,CVG,IND,98,9,11,0,,0,NA,NA,NA,NA,NA
2008,7,18,5,1353,1320,1439,1413,OH,5633,N587SW,46,53,31,26,33,CVG,IND,98,5,10,0,,0,26,0,0,0,0
2008,7,16,3,1455,1500,1541,1552,OH,5308,N784CA,46,52,30,-11,-5,SDF,CVG,83,1,15,0,,0,NA,NA,NA,NA,NA
2008,7,28,1,1323,1325,1409,1415,OH,5728,N967CA,46,50,27,-6,-2,SDF,CVG,83,9,10,0,,0,NA,NA,NA,NA,NA
2008,7,25,5,1034,1035,1120,1125,OH,5301,N967CA,46,50,26,-5,-1,CVG,IND,98,10,10,0,,0,NA,NA,NA,NA,NA
2008,7,24,4,1325,1325,1411,1415,OH,5728,N487CA,46,50,28,-4,0,SDF,CVG,83,6,12,0,,0,NA,NA,NA,NA,NA
2008,7,9,3,1052,1035,1138,1125,OH,5301,N926CA,46,50,23,13,17,CVG,IND,98,10,13,0,,0,NA,NA,NA,NA,NA
2008,7,17,4,1125,1130,1211,1217,OH,5339,N920CA,46,47,29,-6,-5,CMH,CVG,116,3,14,0,,0,NA,NA,NA,NA,NA
2008,7,20,7,1410,1415,1456,1502,OH,5382,N940CA,46,47,31,-6,-5,LEX,CVG,70,4,11,0,,0,NA,NA,NA,NA,NA
2008,7,12,6,1430,1430,1516,1517,OH,5382,N819CA,46,47,33,-1,0,LEX,CVG,70,1,12,0,,0,NA,NA,NA,NA,NA
2008,7,11,5,725,725,811,811,OH,5527,N678CA,46,46,32,0,0,LEX,CVG,70,4,10,0,,0,NA,NA,NA,NA,NA
2008,7,31,4,1305,1315,1351,1400,OH,5039,N812CA,46,45,30,-9,-10,CMH,CVG,116,5,11,0,,0,NA,NA,NA,NA,NA
2008,7,9,3,1339,1325,1425,1409,OH,5116,N710CA,46,44,21,16,14,CVG,SDF,83,7,18,0,,0,14,0,2,0,0
2008,7,4,5,1240,1240,1326,1320,OH,5381,N403CA,46,40,17,6,0,CVG,LEX,70,7,22,0,,0,NA,NA,NA,NA,NA
2008,7,31,4,1310,1310,1356,1350,OH,5067,N526CA,46,40,25,6,0,CVG,LEX,70,2,19,0,,0,NA,NA,NA,NA,NA
2008,7,10,4,1441,1445,1528,1555,OH,5548,N927CA,47,70,31,-27,-4,PHL,JFK,94,3,13,0,,0,NA,NA,NA,NA,NA
