2008,9,18,4,1500,1500,2000,1953,NW,1220,N301US,180,173,147,7,0,DEN,DTW,1123,17,16,0,,0,NA,NA,NA,NA,NA
2008,9,19,5,1456,1500,1946,1953,NW,1220,N345NW,170,173,140,-7,-4,DEN,DTW,1123,19,11,0,,0,NA,NA,NA,NA,NA
2008,9,20,6,1453,1500,1935,1953,NW,1220,N358NW,162,173,142,-18,-7,DEN,DTW,1123,9,11,0,,0,NA,NA,NA,NA,NA
2008,9,21,7,1501,1500,1954,1953,NW,1220,N376NW,173,173,148,1,1,DEN,DTW,1123,11,14,0,,0,NA,NA,NA,NA,NA
2008,9,22,1,1456,1500,1957,1953,NW,1220,N344NW,181,173,150,4,-4,DEN,DTW,1123,12,19,0,,0,NA,NA,NA,NA,NA
2008,9,23,2,1454,1500,1933,1953,NW,1220,N323US,159,173,142,-20,-6,DEN,DTW,1123,7,10,0,,0,NA,NA,NA,NA,NA
2008,9,24,3,1500,1500,1942,1953,NW,1220,N356NW,162,173,140,-11,0,DEN,DTW,1123,11,11,0,,0,NA,NA,NA,NA,NA
2008,9,25,4,1456,1500,1939,1953,NW,1220,N355NW,163,173,142,-14,-4,DEN,DTW,1123,9,12,0,,0,NA,NA,NA,NA,NA
2008,9,26,5,1523,1500,2005,1953,NW,1220,N374NW,162,173,141,12,23,DEN,DTW,1123,9,12,0,,0,NA,NA,NA,NA,NA
2008,9,27,6,1452,1500,1949,1953,NW,1220,N302NB,177,173,150,-4,-8,DEN,DTW,1123,9,18,0,,0,NA,NA,NA,NA,NA
2008,9,28,7,1453,1500,1949,1953,NW,1220,N347NW,176,173,146,-4,-7,DEN,DTW,1123,13,17,0,,0,NA,NA,NA,NA,NA
2008,9,29,1,1504,1500,2008,1953,NW,1220,N361NW,184,173,161,15,4,DEN,DTW,1123,10,13,0,,0,0,0,15,0,0
2008,9,30,2,1450,1500,1955,1953,NW,1220,N339NW,185,173,148,2,-10,DEN,DTW,1123,15,22,0,,0,NA,NA,NA,NA,NA
2008,9,1,1,1234,1230,1329,1337,NW,1221,N374NW,175,187,152,-8,4,DTW,DEN,1123,7,16,0,,0,NA,NA,NA,NA,NA
2008,9,2,2,1511,1230,1557,1337,NW,1221,N356NW,166,187,149,140,161,DTW,DEN,1123,7,10,0,,0,140,0,0,0,0
2008,9,3,3,1228,1230,1328,1337,NW,1221,N374NW,180,187,156,-9,-2,DTW,DEN,1123,7,17,0,,0,NA,NA,NA,NA,NA
2008,9,4,4,1228,1230,1340,1337,NW,1221,N351NW,192,187,162,3,-2,DTW,DEN,1123,8,22,0,,0,NA,NA,NA,NA,NA
2008,9,5,5,1227,1230,1336,1337,NW,1221,N348NB,189,187,161,-1,-3,DTW,DEN,1123,7,21,0,,0,NA,NA,NA,NA,NA
2008,9,6,6,1230,1230,1347,1337,NW,1221,N354NW,197,187,170,10,0,DTW,DEN,1123,11,16,0,,0,NA,NA,NA,NA,NA
2008,9,7,7,1229,1230,1345,1337,NW,1221,N318US,196,187,172,8,-1,DTW,DEN,1123,10,14,0,,0,NA,NA,NA,NA,NA
