2012-10-06 00:00:00,53,53-1,27161643,20925,6,R,4319,10,RIAN00,3459,2012-10-06 16:40:20,2012-10-06 16:40:09,16,14,0,6,3,0,2,0,4,0,0,0,0,0,0,0,0,N,N,N
2012-10-06 00:00:00,53,53-1,27161643,20925,6,R,4319,11,MERV00,3877,2012-10-06 16:41:28,2012-10-06 16:41:26,16,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
2012-10-06 00:00:00,53,53-1,27161643,20925,6,R,4319,12,ROUS00,4104,2012-10-06 16:42:05,2012-10-06 16:42:02,16,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
2012-10-06 00:00:00,53,53-1,27161643,20925,6,R,4319,13,BOHT06,4319,2012-10-06 16:42:40,2012-10-06 16:43:19,16,14,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,N,N,N
2012-10-06 00:00:00,53,53-1,27161644,20925,3,A,4135,1,BOHT06,0,2012-10-06 16:45:00,2012-10-06 16:44:48,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
2012-10-06 00:00:00,53,53-1,27161644,20925,3,A,4135,2,PAIL01,569,2012-10-06 16:47:26,2012-10-06 16:47:07,20,23,18,4,14,9,1,9,3,0,0,0,0,0,0,0,0,N,N,N
2012-10-06 00:00:00,53,53-1,27161644,20925,3,A,4135,3,JLIM02,931,2012-10-06 16:49:00,2012-10-06 16:48:05,20,23,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
2012-10-06 00:00:00,53,53-1,27161644,20925,3,A,4135,4,MASS00,1345,2012-10-06 16:50:11,2012-10-06 16:49:10,20,23,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
2012-10-06 00:00:00,53,53-1,27161644,20925,3,A,4135,5,CORB00,1626,2012-10-06 16:51:00,2012-10-06 16:50:09,20,23,1,0,15,0,0,1,0,0,0,0,0,0,0,0,0,N,N,N
2012-10-06 00:00:00,53,53-1,27161644,20925,3,A,4135,6,ATTV00,1976,2012-10-06 16:52:01,2012-10-06 16:50:48,20,23,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
2012-10-06 00:00:00,53,53-1,27161644,20925,3,A,4135,7,TVER00,2384,2012-10-06 16:53:14,2012-10-06 16:51:44,20,23,0,3,12,0,0,0,3,0,0,0,0,0,0,0,0,N,N,N
2012-10-06 00:00:00,53,53-1,27161644,20925,3,A,4135,8,FESA00,2817,2012-10-06 16:54:30,2012-10-06 16:52:54,20,23,0,5,7,0,0,0,5,0,0,0,0,0,0,0,0,N,N,N
2012-10-06 00:00:00,53,53-1,27161644,20925,3,A,4135,9,GSAC00,2981,2012-10-06 16:55:00,2012-10-06 16:53:46,20,23,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
2012-10-06 00:00:00,53,53-1,27161644,20925,3,A,4135,10,GSMA00,3318,2012-10-06 16:55:58,2012-10-06 16:55:30,20,23,0,2,5,0,0,0,2,0,0,0,0,0,0,0,0,N,N,N
2012-10-06 00:00:00,53,53-1,27161644,20925,3,A,4135,11,BLHE00,3909,2012-10-06 16:57:40,2012-10-06 16:56:48,20,23,1,2,4,1,1,0,1,0,0,0,0,0,0,0,0,N,N,N
2012-10-06 00:00:00,53,53-1,27161644,20925,3,A,4135,12,MACH02,4135,2012-10-06 16:58:20,2012-10-06 16:57:10,20,23,0,7,0,0,3,0,4,0,0,0,0,0,0,0,0,N,N,N
2012-10-06 00:00:00,53,53-1,27161645,20925,6,R,4319,1,MACH02,0,2012-10-06 17:00:00,2012-10-06 17:00:01,11,8,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,N,N,N
