2012-10-07 00:00:00,15,12-1,27165957,1809,1,A,6832,6,JPTH01,1940,2012-10-07 14:20:37,2012-10-07 14:21:44,157,145,1,0,16,0,0,0,0,1,0,0,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,15,12-1,27165957,1809,1,A,6832,7,INDT01,2212,2012-10-07 14:21:41,2012-10-07 14:22:53,157,145,10,1,25,3,1,4,0,3,0,0,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,15,12-1,27165957,1809,1,A,6832,8,ACAC01,2638,2012-10-07 14:23:22,2012-10-07 14:24:18,157,145,11,0,36,3,0,6,0,0,0,2,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,15,12-1,27165957,1809,1,A,6832,9,UNIM02,2953,2012-10-07 14:24:36,2012-10-07 14:25:40,157,145,13,3,46,5,0,7,2,1,0,0,1,0,0,0,0,N,N,N
2012-10-07 00:00:00,15,12-1,27165957,1809,1,A,6832,10,PLPA03,3391,2012-10-07 14:26:20,2012-10-07 14:27:37,157,145,33,9,70,6,2,8,2,7,3,12,2,0,0,0,0,N,N,N
2012-10-07 00:00:00,15,12-1,27165957,1809,1,A,6832,11,CIRQ01,3656,2012-10-07 14:27:36,2012-10-07 14:28:36,157,145,16,7,79,4,2,4,3,8,1,0,1,0,0,0,0,N,N,N
2012-10-07 00:00:00,15,12-1,27165957,1809,1,A,6832,12,STND02,4016,2012-10-07 14:29:20,2012-10-07 14:30:37,157,145,1,8,72,0,4,0,2,1,1,0,1,0,0,0,0,N,N,N
2012-10-07 00:00:00,15,12-1,27165957,1809,1,A,6832,13,GOUL00,4458,2012-10-07 14:31:52,2012-10-07 14:32:40,157,145,6,10,68,4,4,1,3,1,0,0,3,0,0,0,0,N,N,N
2012-10-07 00:00:00,15,12-1,27165957,1809,1,A,6832,14,CVIN14,4826,2012-10-07 14:34:00,2012-10-07 14:35:29,157,145,39,50,57,7,9,8,12,16,18,8,11,0,0,0,0,N,N,N
2012-10-07 00:00:00,15,12-1,27165957,1809,1,A,6832,15,MOLE00,5193,2012-10-07 14:35:14,2012-10-07 14:37:28,157,145,4,22,39,2,10,2,0,0,8,0,4,0,0,0,0,N,N,N
2012-10-07 00:00:00,15,12-1,27165957,1809,1,A,6832,16,BTNI00,5642,2012-10-07 14:36:45,2012-10-07 14:38:47,157,145,3,20,22,0,4,1,3,2,4,0,9,0,0,0,0,N,N,N
2012-10-07 00:00:00,15,12-1,27165957,1809,1,A,6832,17,FRCE02,6162,2012-10-07 14:38:31,2012-10-07 14:40:54,157,145,2,6,18,1,3,1,0,0,1,0,2,0,0,0,0,N,N,N
2012-10-07 00:00:00,15,12-1,27165957,1809,1,A,6832,18,SIMO00,6502,2012-10-07 14:39:40,2012-10-07 14:41:58,157,145,0,6,12,0,1,0,4,0,1,0,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,15,12-1,27165957,1809,1,A,6832,19,NATI01,6832,2012-10-07 14:41:00,2012-10-07 14:43:15,157,145,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-1,27165959,1809,7,A,10184,1,PALE02,0,2012-10-07 15:20:00,2012-10-07 15:19:48,224,188,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-1,27165959,1809,7,A,10184,2,PONT01,400,2012-10-07 15:21:36,2012-10-07 15:21:33,224,188,2,0,4,1,0,1,0,0,0,0,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-1,27165959,1809,7,A,10184,3,TRBL00,736,2012-10-07 15:22:57,2012-10-07 15:22:34,224,188,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-1,27165959,1809,7,A,10184,4,BHET00,1161,2012-10-07 15:24:40,2012-10-07 15:24:48,224,188,6,0,10,4,0,1,0,1,0,0,0,0,0,0,0,N,Y,Y
