2012-10-07 00:00:00,12,12-23,27166377,876,15,A,5665,14,GFAQ00,4732,2012-10-07 15:12:12,2012-10-07 15:11:21,37,28,0,1,14,0,0,0,0,0,0,0,1,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166377,876,15,A,5665,15,CHNE00,5083,2012-10-07 15:13:15,2012-10-07 15:12:27,37,28,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166377,876,15,A,5665,16,FAVR00,5337,2012-10-07 15:14:00,2012-10-07 15:13:27,37,28,0,2,12,0,2,0,0,0,0,0,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166377,876,15,A,5665,17,GACH00,5665,2012-10-07 15:15:20,2012-10-07 15:14:45,37,28,0,3,9,0,0,0,2,0,1,0,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166378,876,30,R,5867,1,GACH00,0,2012-10-07 15:20:00,2012-10-07 15:19:22,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166378,876,30,R,5867,2,FAVR01,536,2012-10-07 15:22:00,2012-10-07 15:22:41,55,55,7,0,7,3,0,0,0,0,0,4,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166378,876,30,R,5867,3,CHNE01,800,2012-10-07 15:22:50,2012-10-07 15:23:46,55,55,4,0,11,0,0,4,0,0,0,0,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166378,876,30,R,5867,4,GFAQ01,1136,2012-10-07 15:23:54,2012-10-07 15:24:40,55,55,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166378,876,30,R,5867,5,ERMT01,1549,2012-10-07 15:25:13,2012-10-07 15:25:39,55,55,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166378,876,30,R,5867,6,GCAN01,2000,2012-10-07 15:26:40,2012-10-07 15:26:44,55,55,2,3,10,0,0,2,3,0,0,0,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166378,876,30,R,5867,7,AMDO01,2527,2012-10-07 15:28:28,2012-10-07 15:27:59,55,55,3,0,13,0,0,1,0,2,0,0,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166378,876,30,R,5867,8,ROCH01,2972,2012-10-07 15:30:00,2012-10-07 15:29:31,55,55,4,3,14,0,0,4,0,0,0,0,3,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166378,876,30,R,5867,9,VILL01,3263,2012-10-07 15:31:30,2012-10-07 15:30:35,55,55,6,0,20,0,0,1,0,0,0,5,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166378,876,30,R,5867,10,TRSI01,3451,2012-10-07 15:32:29,2012-10-07 15:31:29,55,55,5,1,24,0,1,5,0,0,0,0,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166378,876,30,R,5867,11,RIVE08,3743,2012-10-07 15:34:00,2012-10-07 15:33:10,55,55,6,6,24,0,0,1,0,2,1,3,5,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166378,876,30,R,5867,12,MLRD04,4180,2012-10-07 15:35:41,2012-10-07 15:34:36,55,55,6,5,25,0,0,1,3,4,0,1,2,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166378,876,30,R,5867,13,BAIR06,4433,2012-10-07 15:36:40,2012-10-07 15:35:51,55,55,6,12,19,2,2,2,7,1,1,1,2,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166378,876,30,R,5867,14,PNEV03,4862,2012-10-07 15:38:41,2012-10-07 15:37:45,55,55,1,5,15,0,0,0,2,0,1,1,2,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166378,876,30,R,5867,15,PLPA02,5210,2012-10-07 15:40:20,2012-10-07 15:39:14,55,55,3,3,15,0,0,0,1,3,1,0,1,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166378,876,30,R,5867,16,PTAR01,5550,2012-10-07 15:41:40,2012-10-07 15:40:28,55,55,2,4,13,0,1,2,1,0,0,0,2,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166378,876,30,R,5867,17,AUGS01,5867,2012-10-07 15:43:00,2012-10-07 15:41:13,55,55,0,13,0,0,1,0,5,0,7,0,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166381,876,15,A,5665,1,AUGS00,0,2012-10-07 15:54:00,2012-10-07 15:54:38,79,78,26,0,26,0,0,1,0,5,0,20,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166381,876,15,A,5665,2,PTAR00,324,2012-10-07 15:55:17,2012-10-07 15:55:54,79,78,8,1,33,0,0,8,1,0,0,0,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166381,876,15,A,5665,3,PLPA00,666,2012-10-07 15:56:40,2012-10-07 15:57:10,79,78,16,10,39,0,0,10,3,3,0,3,7,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166381,876,15,A,5665,4,PNEV02,1008,2012-10-07 15:58:15,2012-10-07 15:58:45,79,78,4,5,38,2,0,2,0,0,3,0,2,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166381,876,15,A,5665,5,BAIR05,1456,2012-10-07 16:00:20,2012-10-07 16:00:48,79,78,12,17,33,2,0,2,7,4,3,4,7,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166381,876,15,A,5665,6,MLRD03,1682,2012-10-07 16:01:13,2012-10-07 16:01:44,79,78,0,4,29,0,0,0,3,0,1,0,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166381,876,15,A,5665,7,RIVE00,2131,2012-10-07 16:03:00,2012-10-07 16:03:16,79,78,8,6,31,0,0,5,4,2,0,1,2,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166381,876,15,A,5665,8,TRSI00,2421,2012-10-07 16:04:22,2012-10-07 16:05:04,79,78,1,3,29,0,1,0,0,1,1,0,1,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166381,876,15,A,5665,9,VILL00,2606,2012-10-07 16:05:15,2012-10-07 16:05:57,79,78,2,1,30,0,0,1,1,1,0,0,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166381,876,15,A,5665,10,ROCH00,2903,2012-10-07 16:06:40,2012-10-07 16:07:00,79,78,1,1,30,0,0,0,0,0,0,1,1,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166381,876,15,A,5665,11,AMDO00,3357,2012-10-07 16:08:04,2012-10-07 16:08:43,79,78,1,9,22,0,0,0,2,0,3,1,4,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166381,876,15,A,5665,12,GCAN00,3868,2012-10-07 16:09:40,2012-10-07 16:09:56,79,78,0,5,17,0,0,0,0,0,2,0,3,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166381,876,15,A,5665,13,ERMT00,4317,2012-10-07 16:10:59,2012-10-07 16:10:51,79,78,0,1,16,0,1,0,0,0,0,0,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166381,876,15,A,5665,14,GFAQ00,4732,2012-10-07 16:12:12,2012-10-07 16:11:47,79,78,0,1,15,0,0,0,1,0,0,0,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166381,876,15,A,5665,15,CHNE00,5083,2012-10-07 16:13:15,2012-10-07 16:12:54,79,78,0,2,13,0,0,0,1,0,0,0,1,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166381,876,15,A,5665,16,FAVR00,5337,2012-10-07 16:14:00,2012-10-07 16:14:00,79,78,0,10,3,0,3,0,4,0,2,0,1,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166381,876,15,A,5665,17,GACH00,5665,2012-10-07 16:15:20,2012-10-07 16:15:30,79,78,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166382,876,30,R,5867,1,GACH00,0,2012-10-07 16:20:00,2012-10-07 16:19:25,80,70,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166382,876,30,R,5867,2,FAVR01,536,2012-10-07 16:22:00,2012-10-07 16:22:18,80,70,8,0,10,0,0,0,0,0,0,8,0,0,0,0,0,N,N,N
2012-10-07 00:00:00,12,12-23,27166382,876,30,R,5867,3,CHNE01,800,2012-10-07 16:22:50,2012-10-07 16:23:36,80,70,2,0,12,1,0,1,0,0,0,0,0,0,0,0,0,N,N,N
